movie_id,avg_watch_time,completion_rate,ratings_count,avg_rating,hit
111,62,0.5,747,3.5,0
112,124,0.87,11124,4.5,1
113,83,0.59,1172,2.6,0
114,107,0.84,7821,4.5,1
115,133,0.86,9878,4.7,1
116,95,0.64,3734,3.6,1
117,37,0.56,1739,3.2,0
118,37,0.48,612,3.9,0
119,121,0.9,8546,4.5,1
120,58,0.57,2708,4.0,0
121,70,0.78,4545,4.1,0
122,130,0.83,6643,4.6,1
123,100,0.88,10181,4.8,1
124,90,0.71,5264,4.0,1
125,74,0.49,1453,3.3,0
126,74,0.68,6818,4.2,1
127,67,0.58,2425,3.9,0
128,56,0.51,774,3.9,0
129,96,0.84,11180,4.8,1
130,123,0.76,10491,4.1,1
131,40,0.55,1029,3.3,0
132,55,0.81,3886,3.7,1
133,63,0.6,1553,3.4,0
134,45,0.49,1150,3.7,0
135,65,0.67,7377,4.0,1
136,112,0.86,4054,4.5,1
137,125,0.89,8912,4.7,1
138,120,0.84,6497,4.4,0
139,57,0.78,4449,4.1,0
140,115,0.9,8159,4.8,1
141,96,0.72,3292,4.4,1
142,124,0.89,6914,5.0,1
143,73,0.47,500,3.6,0
144,113,0.86,8152,4.9,1
145,125,0.89,12258,4.5,1
146,84,0.85,4970,3.8,0
147,82,0.84,14769,4.8,1
148,104,0.97,10828,4.6,1
149,73,0.78,3805,3.9,0
150,74,0.73,4963,4.0,0
151,68,0.72,5621,4.2,1
152,75,0.54,1450,3.8,0
153,146,0.88,6000,4.9,1
154,113,0.48,1349,3.9,0
155,102,0.91,10902,4.3,1
156,94,0.79,6544,4.4,0
157,64,0.68,1206,3.8,0
158,41,0.57,1416,3.8,0
159,73,0.67,3708,4.7,1
160,74,0.44,1917,3.1,0
161,65,0.7,4227,3.8,1
162,135,0.85,10156,4.7,1
163,74,0.61,3185,4.1,1
164,77,0.54,2217,3.9,0
165,52,0.62,1168,3.6,0
166,112,0.96,6858,4.2,1
167,59,0.58,2051,3.4,0
168,92,0.87,8594,4.4,1
169,122,0.84,8005,4.4,1
170,83,0.67,678,3.6,0
171,101,0.86,6967,4.6,1
172,113,0.88,10426,4.3,1
173,53,0.57,2612,3.4,0
174,67,0.65,2114,2.9,0
175,38,0.55,1105,3.2,0
176,88,0.6,7459,3.9,0
177,51,0.54,1136,3.2,0
178,70,0.83,4002,4.0,1
179,47,0.61,837,3.3,0
180,112,0.92,6786,4.1,1
181,129,0.87,7444,4.3,1
182,136,0.84,6059,4.6,1
183,63,0.65,1306,3.8,0
184,73,0.74,3173,3.5,1
185,68,0.54,2736,3.8,0
186,88,0.95,8199,4.8,1
187,83,0.63,3983,4.6,0
188,140,0.82,6574,4.4,1
189,64,0.69,6279,4.5,0
190,78,0.79,6008,4.4,0
191,119,0.86,8493,4.1,1
192,137,0.9,11643,4.4,1
193,48,0.6,753,3.3,0
194,94,0.84,7842,4.5,1
195,77,0.82,1817,4.5,0
196,56,0.55,2220,3.4,0
197,70,0.54,1466,3.6,0
198,117,0.91,12313,4.7,1
199,124,0.91,3805,4.4,1
200,62,0.69,1888,3.4,0
201,128,0.93,10637,4.6,1
202,115,0.9,5482,4.6,1
203,119,0.89,3783,4.9,1
204,118,0.88,8767,4.2,1
205,120,0.96,10340,4.1,1
206,90,0.51,1822,3.5,0
207,103,0.92,9452,4.5,1
208,123,0.87,5710,4.1,1
209,111,0.82,3668,4.6,1
210,66,0.82,5870,4.1,1
211,93,0.78,4474,3.9,1
212,114,0.97,12258,4.6,1
213,44,0.57,3415,3.6,0
214,124,0.82,10073,4.0,1
215,145,0.95,9150,4.7,1
216,36,0.52,1853,3.3,0
217,100,0.85,7414,4.8,1
218,45,0.75,1851,3.5,0
219,145,0.78,9446,4.8,1
220,90,0.81,7418,3.8,0
221,68,0.76,3932,3.8,1
222,122,0.89,4275,4.2,1
223,114,0.9,5582,4.2,1
224,108,0.94,9607,4.5,1
225,60,0.66,2425,3.9,0
226,94,0.81,4346,3.9,0
227,116,0.83,11504,4.1,1
228,47,0.59,2074,3.3,0
229,58,0.48,1989,3.1,0
230,131,0.94,5567,3.9,1
231,45,0.37,1411,3.7,0
232,47,0.49,1859,4.3,0
233,105,0.86,5486,4.0,1
234,107,0.92,6972,4.5,1
235,92,0.97,9216,4.4,1
236,30,0.47,890,3.4,0
237,97,0.86,13134,4.6,1
238,91,0.74,5105,4.3,0
239,72,0.63,2000,4.1,1
240,100,0.83,7151,4.7,1
241,42,0.7,500,3.5,0
242,63,0.51,1348,3.5,0
243,56,0.46,2891,3.3,0
244,123,0.89,9349,4.5,1
245,67,0.68,1267,3.9,0
246,102,0.76,6742,4.1,0
247,94,0.96,11050,4.2,1
248,144,0.89,13638,4.4,1
249,37,0.51,947,2.8,0
250,75,0.45,1501,3.3,0
251,116,0.87,17107,4.2,1
252,68,0.51,530,2.9,0
253,61,0.61,2030,4.0,0
254,37,0.63,1602,3.5,0
255,120,0.8,8839,4.5,1
256,57,0.68,4919,4.0,1
257,48,0.51,873,2.5,0
258,78,0.76,4197,4.4,0
259,79,0.57,2501,2.5,0
260,78,0.77,3145,4.2,1
261,77,0.81,4303,4.4,0
262,68,0.45,973,3.5,0
263,88,0.75,10481,4.4,1
264,120,0.74,8289,4.4,1
265,116,0.88,10476,4.0,1
266,154,0.83,4572,4.7,1
267,88,0.67,2254,3.9,0
268,58,0.73,3019,4.6,0
269,121,0.86,5252,4.5,1
270,82,0.68,4965,4.5,0
271,86,0.76,2187,3.7,0
272,102,0.82,9564,4.4,1
273,118,0.88,10053,4.1,1
274,129,0.82,9949,4.4,1
275,46,0.64,2257,4.1,0
276,58,0.45,2477,3.4,0
277,46,0.41,1165,3.8,0
278,63,0.46,1608,3.3,0
279,98,0.79,5101,3.7,0
280,43,0.57,1131,3.6,0
281,74,0.79,2199,3.7,1
282,122,0.91,8070,4.4,1
283,78,0.66,1825,2.9,0
284,118,0.83,11590,4.6,1
285,107,0.86,14124,4.3,1
286,72,0.71,2000,4.3,1
287,125,0.97,9373,4.6,1
288,105,0.93,5570,4.7,1
289,133,0.86,6069,4.5,1
290,68,0.66,3826,3.7,1
291,60,0.81,4880,4.6,0
292,65,0.68,4368,4.4,1
293,86,0.84,4394,4.4,0
294,55,0.73,5183,4.3,1
295,34,0.51,1099,3.8,0
296,111,0.81,7044,4.2,1
297,103,0.79,5189,4.0,0
298,74,0.8,3688,3.8,1
299,106,0.84,9086,4.5,1
300,69,0.81,5966,4.1,1
301,103,0.92,11070,4.3,1
302,103,0.84,10382,4.8,1
303,39,0.51,838,4.0,0
304,76,0.86,5540,4.0,1
305,150,0.97,11180,4.4,1
306,118,0.94,7190,4.1,1
307,144,0.94,8343,4.8,1
308,54,0.53,1433,3.9,0
309,70,0.67,957,4.0,0
310,104,0.8,8042,4.6,1
311,72,0.51,1833,3.2,0
312,59,0.57,1068,4.1,0
313,75,0.75,2981,4.0,0
314,90,0.78,3480,3.7,1
315,64,0.48,1855,3.8,0
316,66,0.66,1324,3.0,0
317,75,0.82,9258,4.6,1
318,75,0.68,3464,4.2,1
319,127,0.94,8212,4.1,1
320,89,0.69,3927,4.3,1
321,110,0.86,4534,4.2,1
322,127,0.87,7552,4.4,1
323,86,0.7,6212,4.1,0
324,90,0.83,5031,4.2,0
325,91,0.59,2752,4.0,1
326,61,0.83,8256,4.1,0
327,122,0.88,11145,4.7,1
328,55,0.49,1508,3.6,0
329,114,0.85,9777,4.7,1
330,58,0.47,2464,3.3,0
331,64,0.58,928,3.7,0
332,65,0.62,1573,3.2,0
333,79,0.49,1078,3.6,0
334,71,0.57,1383,3.4,0
335,77,0.7,2681,4.0,1
336,96,0.77,5488,4.6,0
337,160,0.85,13257,4.5,1
338,66,0.43,2056,3.4,0
339,69,0.69,3730,4.2,1
340,61,0.54,1411,4.1,0
341,72,0.73,3427,4.4,1
342,78,0.66,1051,3.6,0
343,116,0.95,8887,4.8,1
344,121,0.93,8624,4.5,1
345,132,0.85,5142,4.6,1
346,91,0.77,4470,4.2,0
347,96,0.9,8073,4.0,1
348,86,0.81,2575,4.3,0
349,69,0.7,4471,3.9,1
350,53,0.5,1512,3.2,0
351,74,0.48,1952,3.3,0
352,48,0.59,3034,3.6,0
353,57,0.51,1422,3.7,0
354,43,0.47,1808,3.5,0
355,87,0.69,5123,4.2,0
356,71,0.55,1038,3.2,0
357,60,0.51,885,2.5,0
358,83,0.45,1516,2.9,0
359,133,0.86,6516,4.8,1
360,69,0.55,774,3.2,0
361,77,0.79,6108,4.3,0
362,65,0.57,2799,3.1,0
363,67,0.57,1533,2.7,0
364,128,0.83,10370,4.6,1
365,64,0.73,4356,4.5,1
366,83,0.75,2000,4.4,1
367,54,0.52,844,3.4,0
368,98,0.96,10070,4.5,1
369,94,0.84,3557,4.5,1
370,120,0.89,8604,4.8,1
371,80,0.89,6429,4.2,0
372,55,0.56,3162,3.8,1
373,62,0.65,3501,4.5,1
374,99,0.71,4018,4.4,0
375,110,0.89,6113,3.9,0
376,93,0.85,7809,4.0,0
377,110,0.84,9496,4.4,1
378,37,0.43,2153,3.7,0
379,137,0.89,4971,5.0,1
380,65,0.6,2408,3.4,0
381,97,0.94,9398,4.6,1
382,69,0.59,3677,4.2,1
383,88,0.75,5550,4.4,0
384,118,0.93,12094,4.8,1
385,113,0.9,11531,4.4,1
386,121,0.9,7609,4.3,1
387,48,0.5,1834,3.4,0
388,121,0.9,4904,4.8,1
389,44,0.46,1496,3.3,0
390,128,0.84,10478,4.2,1
391,121,0.86,11986,4.6,1
392,77,0.58,1377,4.2,0
393,123,0.96,11218,4.6,1
394,57,0.75,1933,3.5,0
395,110,0.78,5169,4.1,0
396,83,0.75,5955,4.0,1
397,43,0.59,1337,3.7,0
398,82,0.75,6378,4.4,0
399,95,0.89,11979,4.5,1
400,65,0.77,4196,3.9,0
401,89,0.72,7281,3.9,0
402,81,0.75,5481,3.9,1
403,39,0.58,2794,3.2,0
404,55,0.71,5704,4.1,1
405,82,0.77,4034,3.7,0
406,30,0.57,1484,4.2,0
407,55,0.56,1976,3.9,0
408,68,0.53,1940,2.8,0
409,95,0.9,10060,4.5,1
410,110,0.88,7418,4.5,1
411,89,0.77,6007,4.0,0
412,68,0.78,6781,4.3,0
413,124,0.84,11662,4.4,1
414,54,0.43,765,3.4,0
415,98,0.8,4352,4.3,0
416,105,0.94,7922,4.5,1
417,47,0.5,500,2.9,0
418,125,0.89,8644,4.2,1
419,83,0.62,6016,4.4,0
420,78,0.78,3490,3.5,0
421,62,0.6,1136,3.8,0
422,50,0.63,1318,3.7,0
423,65,0.73,4015,3.6,1
424,159,0.82,7688,4.3,1
425,80,0.83,4875,4.0,0
426,52,0.61,1580,3.9,0
427,128,0.88,10661,4.3,1
428,124,0.91,11490,4.6,1
429,116,0.9,8972,4.3,1
430,51,0.64,2826,3.5,0
431,71,0.83,4746,4.3,0
432,61,0.49,1404,3.5,0
433,81,0.5,2242,3.4,0
434,46,0.61,2073,3.8,0
435,74,0.66,6478,3.9,0
436,33,0.43,900,2.9,0
437,70,0.59,1220,3.4,0
438,30,0.7,2059,3.0,0
439,112,0.87,5802,4.4,1
440,59,0.45,1325,4.1,0
441,94,0.82,4242,4.3,0
442,98,0.75,4620,4.2,1
443,122,0.98,11523,4.4,1
444,123,0.8,4077,4.7,1
445,77,0.83,7969,4.6,1
446,101,0.81,9989,4.0,1
447,124,0.9,4999,4.8,1
448,115,0.89,14105,4.4,1
449,115,0.78,12188,4.9,1
450,75,0.56,651,2.8,0
451,116,0.85,8398,4.4,1
452,110,0.85,9420,4.8,1
453,73,0.78,4736,3.8,0
454,80,0.72,2000,3.8,1
455,72,0.71,3841,4.0,1
456,66,0.55,1009,3.2,0
457,32,0.66,1839,3.0,0
458,98,0.9,11792,4.4,1
459,58,0.75,4940,4.2,1
460,67,0.57,1069,3.5,0
461,74,0.77,7757,4.4,0
462,30,0.66,2143,3.6,0
463,69,0.53,1003,3.3,0
464,65,0.57,1669,4.6,0
465,134,0.9,11026,4.7,1
466,66,0.73,3644,4.5,0
467,123,0.86,9702,4.6,1
468,57,0.55,1228,4.2,0
469,69,0.79,5375,3.8,1
470,80,0.62,3535,3.9,1
471,93,0.91,7756,4.4,1
472,124,0.88,8781,4.4,1
473,55,0.72,5069,3.6,1
474,61,0.51,1512,3.6,0
475,129,0.9,8944,4.7,1
476,97,0.65,5319,4.2,0
477,78,0.38,1865,3.4,0
478,49,0.6,1549,3.5,0
479,75,0.75,5357,4.5,0
480,39,0.52,3047,3.6,0
481,102,0.88,7026,5.0,1
482,67,0.69,4356,4.1,0
483,79,0.84,6781,4.2,0
484,93,0.8,5642,4.2,0
485,67,0.6,1903,3.6,0
486,34,0.52,2097,2.7,0
487,89,0.76,4066,4.2,0
488,136,0.91,9456,4.7,1
489,88,0.81,2813,4.0,0
490,49,0.67,1331,3.1,0
491,98,0.82,10050,4.5,1
492,51,0.69,1735,3.4,0
493,43,0.45,1028,3.5,0
494,97,0.79,6425,4.2,0
495,77,0.51,1924,3.0,0
496,73,0.82,6976,4.1,0
497,72,0.67,4405,4.0,1
498,130,0.85,10732,4.5,1
499,63,0.64,4431,3.9,1
500,64,0.64,4135,3.7,1
501,130,0.93,7855,4.1,1
502,105,0.68,3567,4.2,0
503,89,0.85,5766,4.5,0
504,73,0.8,3633,4.1,1
505,81,0.83,4335,3.9,1
506,60,0.53,1439,3.4,0
507,42,0.55,691,3.5,0
508,84,0.73,6945,4.4,0
509,95,0.78,5478,4.4,0
510,51,0.7,1524,2.9,0
511,52,0.53,814,3.3,0
512,126,0.86,7179,4.4,1
513,48,0.61,1210,3.1,0
514,76,0.79,3404,3.6,1
515,61,0.82,4359,4.4,1
516,72,0.7,4538,3.7,1
517,53,0.43,1821,3.5,0
518,75,0.82,3419,4.3,0
519,135,0.81,7022,4.3,1
520,38,0.55,1823,3.8,0
521,65,0.51,1276,3.7,0
522,69,0.84,4247,4.6,1
523,45,0.63,1794,3.5,0
524,31,0.52,996,3.0,0
525,67,0.49,609,3.4,0
526,76,0.8,3454,4.2,1
527,69,0.5,686,3.6,0
528,72,0.52,1134,3.4,0
529,105,0.89,5956,4.3,1
530,36,0.5,1685,3.8,0
531,86,0.76,4631,3.6,1
532,63,0.67,2549,3.9,0
533,72,0.83,8884,4.4,0
534,107,0.92,5307,4.6,1
535,46,0.55,1551,3.7,0
536,127,0.98,9907,4.4,1
537,109,0.8,6975,4.3,0
538,76,0.76,4466,4.0,1
539,59,0.59,2069,3.7,0
540,108,0.58,5733,4.0,0
541,61,0.72,5627,3.9,1
542,78,0.79,7565,4.0,0
543,77,0.53,2123,3.9,0
544,89,0.71,3220,3.8,1
545,68,0.69,3114,3.9,1
546,112,0.66,6140,4.2,0
547,64,0.8,2000,4.0,1
548,67,0.45,1102,3.7,0
549,82,0.75,5291,4.3,0
550,102,0.8,11447,4.6,1
551,51,0.59,1018,3.4,0
552,64,0.54,828,3.8,0
553,99,0.84,8649,4.2,1
554,108,0.88,10202,4.4,1
555,62,0.51,2273,3.6,0
556,100,0.95,10732,4.6,1
557,120,0.98,5442,4.4,1
558,76,0.66,3140,3.8,1
559,119,0.94,13036,4.4,1
560,63,0.68,6628,4.4,0
561,115,0.96,9244,3.9,1
562,101,0.88,6929,4.2,1
563,64,0.8,2300,3.8,1
564,87,0.74,4742,4.2,1
565,90,0.85,5036,4.2,0
566,65,0.78,4476,4.2,0
567,124,0.83,9466,4.7,1
568,44,0.52,1367,3.6,0
569,79,0.73,4245,4.2,1
570,69,0.67,1773,3.2,0
571,30,0.65,1314,3.2,0
572,63,0.5,679,4.0,0
573,79,0.67,5172,4.0,0
574,134,0.91,12380,4.7,1
575,75,0.69,7010,4.5,0
576,62,0.41,2394,3.5,0
577,121,0.91,8183,4.5,1
578,57,0.63,1693,3.4,0
579,112,0.89,12226,4.5,1
580,75,0.69,7849,4.2,0
581,120,0.94,11375,4.4,1
582,77,0.82,5614,4.6,0
583,112,0.93,8546,4.5,1
584,34,0.49,1681,3.2,0
585,60,0.67,1605,2.9,0
586,62,0.61,1575,4.3,0
587,63,0.6,1487,3.1,0
588,86,0.65,5526,4.1,1
589,82,0.72,4516,3.9,0
590,130,0.85,5928,5.0,1
591,121,0.86,7879,4.1,1
592,54,0.6,676,3.8,0
593,84,0.71,5869,4.2,0
594,88,0.54,500,3.1,0
595,133,0.93,10678,4.5,1
596,93,0.77,4664,4.1,0
597,56,0.52,1733,3.7,0
598,68,0.67,4575,4.2,1
599,42,0.44,1207,2.9,0
600,90,0.74,3062,3.8,1
601,120,0.86,9901,4.8,1
602,69,0.51,2521,3.2,0
603,45,0.64,2241,3.3,0
604,56,0.47,2231,3.7,0
605,43,0.58,1967,3.7,0
606,64,0.71,5284,3.7,1
607,72,0.51,2630,3.0,0
608,86,0.85,8779,4.5,1
609,68,0.77,5269,3.8,0
610,128,0.9,5855,4.6,1
611,106,0.94,11373,4.6,1
612,91,0.75,7908,4.3,0
613,61,0.57,798,3.0,0
614,106,0.81,10922,4.6,1
615,69,0.64,2217,3.7,0
616,46,0.55,2078,3.5,0
617,91,0.89,5497,4.4,0
618,36,0.45,1581,3.8,0
619,79,0.72,5063,4.2,1
620,44,0.69,969,4.0,0
621,89,0.72,5154,4.1,1
622,60,0.63,531,3.6,0
623,86,0.76,6064,4.1,0
624,107,0.9,14038,4.9,1
625,130,0.92,12631,4.2,1
626,103,0.75,4287,4.4,0
627,78,0.52,1310,3.8,0
628,128,0.99,12406,4.6,1
629,75,0.74,3871,4.0,0
630,87,0.55,1399,3.9,0
631,50,0.63,1113,3.8,0
632,119,0.87,10344,4.5,1
633,39,0.58,1371,3.3,0
634,96,0.72,3739,4.1,1
635,123,0.79,3953,4.7,1
636,121,0.92,9947,4.2,1
637,66,0.64,1679,3.7,0
638,58,0.68,1377,2.7,0
639,59,0.38,2151,3.0,0
640,115,0.89,8625,4.6,1
641,63,0.79,5184,3.9,0
642,101,0.81,10020,4.8,1
643,118,0.9,6841,4.4,1
644,72,0.72,4952,4.1,1
645,87,0.87,5486,4.0,0
646,79,0.72,6260,4.1,0
647,47,0.68,1388,3.6,0
648,116,0.9,8099,4.7,1
649,125,0.87,8790,4.6,1
650,143,0.73,12132,4.4,1
651,101,0.88,10877,4.0,1
652,58,0.5,1540,3.2,0
653,121,0.93,8224,4.6,1
654,62,0.71,4552,4.0,1
655,47,0.55,1537,4.0,0
656,79,0.72,5507,3.9,0
657,51,0.5,1151,3.6,0
658,100,0.85,9805,4.6,1
659,122,0.84,6375,4.7,1
660,69,0.74,3406,4.6,0
661,48,0.53,894,3.2,0
662,96,0.77,10303,4.5,1
663,55,0.49,1098,3.9,0
664,41,0.59,998,3.4,0
665,121,0.91,8300,4.6,1
666,124,0.92,5838,4.6,1
667,79,0.78,3872,3.8,0
668,52,0.51,1545,3.8,0
669,72,0.44,1419,3.5,0
670,78,0.65,2685,3.5,1
671,56,0.55,967,3.4,0
672,112,0.99,7225,4.6,1
673,56,0.55,562,3.4,0
674,122,0.86,3509,4.6,1
675,142,0.85,8802,4.5,1
676,123,0.95,8511,4.7,1
677,118,0.86,11488,4.5,1
678,102,0.83,11929,4.2,1
679,83,0.66,5751,4.0,0
680,111,0.91,8509,4.8,1
681,135,0.94,9949,4.2,1
682,84,0.75,5252,4.4,0
683,82,0.5,2042,3.0,0
684,126,0.97,9182,4.5,1
685,138,0.9,9546,4.8,1
686,119,0.84,7479,4.7,1
687,43,0.4,1478,4.3,0
688,32,0.72,2029,3.9,0
689,30,0.44,2227,4.0,0
690,84,0.57,3835,4.2,1
691,124,0.83,8982,4.7,1
692,96,0.81,5525,4.5,0
693,122,0.87,12075,5.0,1
694,123,0.8,6535,5.0,1
695,52,0.55,1506,2.8,0
696,57,0.51,1048,3.5,0
697,118,0.84,7202,4.2,1
698,140,0.91,10955,4.5,1
699,63,0.59,500,3.5,0
700,73,0.65,3382,3.7,1
701,74,0.8,5770,4.4,0
702,86,0.95,11979,4.6,1
703,130,0.88,11400,4.2,1
704,110,0.99,13108,4.6,1
705,48,0.55,1084,3.6,0
706,30,0.69,1871,3.7,0
707,102,0.83,7269,4.6,1
708,80,0.81,7060,4.3,0
709,53,0.53,1150,3.3,0
710,83,0.69,940,3.4,0
711,78,0.5,1679,3.3,0
712,88,0.65,4082,4.1,0
713,34,0.58,1736,3.4,0
714,82,0.92,4078,4.4,1
715,73,0.75,4329,4.6,0
716,115,0.79,10333,4.6,1
717,55,0.74,3608,3.7,0
718,73,0.66,5149,4.0,1
719,120,0.84,8838,4.0,1
720,86,0.89,8620,4.7,1
721,90,0.55,2776,4.2,1
722,90,0.67,3988,4.0,1
723,94,0.75,2618,4.1,1
724,72,0.86,3028,3.8,1
725,44,0.59,1728,3.8,0
726,53,0.51,543,3.3,0
727,47,0.56,2248,3.1,0
728,131,0.83,8674,4.2,1
729,40,0.65,1276,3.5,0
730,127,0.8,11704,3.8,1
731,78,0.69,4233,4.2,1
732,134,0.86,10465,4.6,1
733,65,0.73,1281,4.0,0
734,96,0.6,2595,3.7,0
735,51,0.54,1693,3.4,0
736,92,0.82,4610,4.4,0
737,56,0.7,1880,3.4,0
738,55,0.58,2048,3.3,0
739,101,0.95,9362,4.5,1
740,78,0.69,4265,4.2,1
741,79,0.67,3067,4.2,1
742,138,0.95,9278,4.4,1
743,107,0.98,10583,4.3,1
744,43,0.45,1483,3.6,0
745,61,0.65,3730,4.4,0
746,103,0.8,13726,4.9,1
747,51,0.62,1661,2.7,0
748,71,0.51,1931,3.4,0
749,131,0.93,8194,4.6,1
750,99,0.8,8133,4.6,1
751,50,0.6,2003,3.5,0
752,103,0.82,5461,4.2,1
753,60,0.34,1058,3.1,0
754,120,0.82,8017,4.7,1
755,87,0.6,1634,3.3,0
756,111,0.93,7570,4.2,1
757,47,0.61,701,3.6,0
758,103,0.72,4497,3.9,0
759,106,0.92,8589,4.3,1
760,58,0.63,1955,3.2,0
761,67,0.49,1585,4.1,0
762,93,0.73,2060,3.9,1
763,89,0.76,2890,4.0,0
764,89,0.79,4719,4.0,0
765,106,0.93,6907,4.7,1
766,42,0.54,1519,3.2,0
767,33,0.49,1134,4.0,0
768,30,0.67,1350,3.7,0
769,72,0.76,5301,4.1,0
770,62,0.64,4101,4.2,1
771,80,0.73,6972,4.3,0
772,37,0.56,1316,3.3,0
773,127,0.89,9925,4.4,1
774,78,0.84,6158,3.9,1
775,91,0.92,7535,4.0,1
776,82,0.8,1740,4.3,0
777,112,0.83,10860,4.6,1
778,106,0.95,7623,4.4,1
779,114,0.91,2239,4.4,1
780,123,0.91,12240,4.8,1
781,40,0.55,936,2.5,0
782,54,0.56,860,3.2,0
783,101,0.67,3616,4.2,0
784,104,0.92,7213,4.7,1
785,109,0.88,4061,4.6,1
786,50,0.55,1751,3.4,0
787,111,0.97,9001,4.3,1
788,95,0.82,9790,4.3,1
789,112,0.88,8007,4.4,1
790,106,0.85,9017,4.3,1
791,145,0.89,13172,4.1,1
792,107,0.83,9560,4.8,1
793,61,0.6,960,3.7,0
794,109,0.9,9667,4.2,1
795,43,0.44,1182,3.7,0
796,48,0.6,782,4.1,0
797,137,0.84,9910,4.8,1
798,48,0.33,1520,4.0,0
799,52,0.57,2236,2.8,0
800,114,0.92,7100,4.5,1
801,61,0.63,1610,3.9,0
802,50,0.49,1395,4.0,0
803,51,0.58,1529,2.8,0
804,95,0.91,11236,4.0,1
805,124,0.8,4777,4.3,1
806,45,0.53,500,3.0,0
807,40,0.69,989,3.5,0
808,84,0.75,3863,4.3,1
809,84,0.75,5678,3.8,0
810,104,0.82,6244,4.4,1
811,114,0.82,6393,4.3,1
812,109,0.9,11727,4.3,1
813,105,0.92,11098,4.4,1
814,55,0.57,1397,3.0,0
815,59,0.62,2563,3.5,0
816,128,0.84,9798,4.7,1
817,67,0.68,500,3.1,0
818,59,0.44,1365,3.5,0
819,64,0.56,1538,4.3,0
820,62,0.73,2858,3.8,1
821,95,0.7,3886,4.5,0
822,111,0.91,9831,4.5,1
823,128,0.8,11981,4.5,1
