movie_id,avg_watch_time,completion_rate,ratings_count,avg_rating,hit,engagement,popularity,cluster,cluster_name
46,59,0.6,2496,3.6,0,0.31608391608391606,0.2800951406033601,0,Low Performers (Low Engagement & Popularity)
47,55,0.54,1364,3.0,0,0.2552447552447553,0.1260131269946409,0,Low Performers (Low Engagement & Popularity)
48,34,0.66,1748,3.2,0,0.26538461538461544,0.17757451677003686,0,Low Performers (Low Engagement & Popularity)
49,50,0.43,891,3.5,0,0.15268065268065267,0.21177214427650998,0,Low Performers (Low Engagement & Popularity)
50,68,0.58,721,3.6,0,0.3355477855477855,0.22665382067802742,0,Low Performers (Low Engagement & Popularity)
51,129,0.83,8601,4.6,1,0.7595571095571096,0.663903173360631,1,Blockbusters (High Engagement & Popularity)
52,93,0.82,3534,4.3,1,0.6135198135198134,0.45134702233997714,1,Blockbusters (High Engagement & Popularity)
53,55,0.69,1809,3.0,0,0.36888111888111885,0.13941109170831587,0,Low Performers (Low Engagement & Popularity)
54,43,0.54,916,3.8,0,0.20909090909090913,0.27252483892334556,0,Low Performers (Low Engagement & Popularity)
55,97,0.75,3552,4.0,1,0.5758741258741258,0.3918889624856988,1,Blockbusters (High Engagement & Popularity)
56,56,0.43,1693,3.8,0,0.17575757575757575,0.29591858854699826,0,Low Performers (Low Engagement & Popularity)
57,108,0.92,13808,4.4,1,0.7469696969696971,0.7806744144035649,1,Blockbusters (High Engagement & Popularity)
58,59,0.74,3418,4.2,1,0.42214452214452214,0.4278545191786597,0,Low Performers (Low Engagement & Popularity)
59,155,0.91,8921,4.7,1,0.9201631701631703,0.6935376648401277,1,Blockbusters (High Engagement & Popularity)
60,58,0.36,2198,3.6,0,0.1304195804195804,0.2711230204130789,0,Low Performers (Low Engagement & Popularity)
61,52,0.72,2386,3.7,0,0.38006993006993006,0.29678328415728317,0,Low Performers (Low Engagement & Popularity)
62,44,0.76,500,4.0,0,0.37960372960372957,0.30000000000000004,0,Low Performers (Low Engagement & Popularity)
63,64,0.54,2296,2.9,0,0.2898601398601399,0.13407358342867462,0,Low Performers (Low Engagement & Popularity)
64,69,0.53,500,3.2,0,0.3015151515151515,0.14000000000000012,0,Low Performers (Low Engagement & Popularity)
65,51,0.5,1234,3.4,0,0.20955710955710957,0.20209911483109538,0,Low Performers (Low Engagement & Popularity)
66,115,0.98,3837,4.5,1,0.8193473193473195,0.5004696814596254,1,Blockbusters (High Engagement & Popularity)
67,49,0.64,2000,4.2,0,0.3079254079254079,0.3851616788101404,0,Low Performers (Low Engagement & Popularity)
68,65,0.76,8093,4.1,0,0.4603729603729604,0.5486084181369302,1,Blockbusters (High Engagement & Popularity)
69,78,0.7,6501,4.1,0,0.464918414918415,0.5006768230264346,1,Blockbusters (High Engagement & Popularity)
70,85,0.75,5880,4.6,0,0.5297202797202797,0.5819798879990364,1,Blockbusters (High Engagement & Popularity)
71,101,0.78,6620,4.5,0,0.613986013986014,0.5842596495453725,1,Blockbusters (High Engagement & Popularity)
72,78,0.59,1297,2.9,0,0.38158508158508164,0.10399590534112117,0,Low Performers (Low Engagement & Popularity)
73,82,0.76,4316,3.9,1,0.5257575757575758,0.39489131089299695,0,Low Performers (Low Engagement & Popularity)
74,70,0.76,2236,3.9,0,0.47960372960372966,0.3322671162762691,0,Low Performers (Low Engagement & Popularity)
75,56,0.62,1615,2.8,0,0.3196969696969697,0.0935701812488709,0,Low Performers (Low Engagement & Popularity)
76,71,0.73,5727,4.0,0,0.4607226107226108,0.4573733967604023,0,Low Performers (Low Engagement & Popularity)
77,52,0.59,1945,3.9,0,0.28158508158508155,0.32350575058710185,0,Low Performers (Low Engagement & Popularity)
78,42,0.55,2503,4.1,0,0.21282051282051284,0.380305895104474,0,Low Performers (Low Engagement & Popularity)
79,116,0.83,7507,4.0,1,0.7095571095571096,0.5109652556151021,1,Blockbusters (High Engagement & Popularity)
80,101,0.91,7688,4.4,1,0.7124708624708627,0.5964147648581924,1,Blockbusters (High Engagement & Popularity)
81,62,0.79,2000,4.1,1,0.47156177156177165,0.3651616788101403,0,Low Performers (Low Engagement & Popularity)
82,48,0.56,2417,3.8,0,0.24347319347319354,0.3177166255193593,0,Low Performers (Low Engagement & Popularity)
83,99,0.87,13021,4.0,1,0.6744755244755245,0.6769795869211779,1,Blockbusters (High Engagement & Popularity)
84,92,0.58,1834,3.7,0,0.42785547785547784,0.28016378635515155,0,Low Performers (Low Engagement & Popularity)
85,89,0.85,5284,4.4,0,0.6208624708624709,0.5240356476184742,1,Blockbusters (High Engagement & Popularity)
86,121,0.82,7705,4.5,1,0.7212121212121212,0.6169265972180407,1,Blockbusters (High Engagement & Popularity)
87,55,0.72,2154,4.1,1,0.39160839160839167,0.36979827783464797,0,Low Performers (Low Engagement & Popularity)
88,59,0.6,2382,3.5,0,0.31608391608391606,0.25666285301378944,0,Low Performers (Low Engagement & Popularity)
89,74,0.75,2000,3.7,1,0.4874125874125874,0.28516167881014043,0,Low Performers (Low Engagement & Popularity)
90,119,0.93,10836,4.6,1,0.796853146853147,0.73119407478774,1,Blockbusters (High Engagement & Popularity)
91,74,0.78,6271,4.3,0,0.5101398601398602,0.5337520322755465,1,Blockbusters (High Engagement & Popularity)
92,85,0.58,4822,4.3,0,0.4009324009324009,0.49012585054495095,0,Low Performers (Low Engagement & Popularity)
93,53,0.6,648,3.3,0,0.29300699300699296,0.1644559523092672,0,Low Performers (Low Engagement & Popularity)
94,46,0.58,2189,3.4,0,0.25093240093240093,0.23085205034021802,0,Low Performers (Low Engagement & Popularity)
95,103,0.89,7425,4.6,1,0.705011655011655,0.628496417173481,1,Blockbusters (High Engagement & Popularity)
96,131,0.82,11573,4.5,1,0.7596736596736595,0.7333835129764557,1,Blockbusters (High Engagement & Popularity)
97,77,0.74,6199,4.4,0,0.49137529137529135,0.5515842716926598,1,Blockbusters (High Engagement & Popularity)
98,138,0.88,7158,4.5,1,0.832051282051282,0.6004576383452761,1,Blockbusters (High Engagement & Popularity)
99,46,0.64,1161,3.7,0,0.2963869463869464,0.25990124646233526,0,Low Performers (Low Engagement & Popularity)
100,34,0.61,1791,3.6,0,0.22750582750582748,0.25886915156259416,0,Low Performers (Low Engagement & Popularity)
101,93,0.81,2742,4.3,0,0.605944055944056,0.42750165592822303,1,Blockbusters (High Engagement & Popularity)
102,58,0.4,1596,3.6,0,0.16072261072261074,0.25299813331727594,0,Low Performers (Low Engagement & Popularity)
103,111,0.9,8694,4.3,1,0.7433566433566434,0.6067031974468597,1,Blockbusters (High Engagement & Popularity)
104,60,0.46,1408,4.1,0,0.2138694638694639,0.34733786957307156,0,Low Performers (Low Engagement & Popularity)
105,110,0.88,9438,4.6,1,0.7243589743589745,0.6891033901366892,1,Blockbusters (High Engagement & Popularity)
106,116,0.87,5629,4.4,1,0.7398601398601399,0.5344228337448065,1,Blockbusters (High Engagement & Popularity)
107,70,0.68,3065,3.6,1,0.4189976689976691,0.29722647076534003,0,Low Performers (Low Engagement & Popularity)
108,110,0.97,10464,4.7,1,0.7925407925407926,0.7399939784428253,1,Blockbusters (High Engagement & Popularity)
109,79,0.73,3643,3.6,1,0.49149184149184155,0.3146287710001807,0,Low Performers (Low Engagement & Popularity)
110,110,0.81,12123,4.6,1,0.6713286713286715,0.7699427952068404,1,Blockbusters (High Engagement & Popularity)
111,62,0.5,747,3.5,0,0.25186480186480187,0.20743662311073652,0,Low Performers (Low Engagement & Popularity)
112,124,0.87,11124,4.5,1,0.7706293706293708,0.7198651171192871,1,Blockbusters (High Engagement & Popularity)
113,83,0.59,1172,2.6,0,0.4008158508158508,0.04023243210694287,0,Low Performers (Low Engagement & Popularity)
114,107,0.84,7821,4.5,1,0.6825174825174827,0.6204191003793581,1,Blockbusters (High Engagement & Popularity)
115,133,0.86,9878,4.7,1,0.7976689976689977,0.7223508159209973,1,Blockbusters (High Engagement & Popularity)
116,95,0.64,3734,3.6,1,0.48484848484848486,0.3173685795146626,0,Low Performers (Low Engagement & Popularity)
117,37,0.56,1739,3.2,0,0.20116550116550122,0.17730354669717602,0,Low Performers (Low Engagement & Popularity)
118,37,0.48,612,3.9,0,0.1405594405594405,0.28337207201782383,0,Low Performers (Low Engagement & Popularity)
119,121,0.9,8546,4.5,1,0.7818181818181817,0.6422472451375927,1,Blockbusters (High Engagement & Popularity)
120,58,0.57,2708,4.0,0,0.28951048951048947,0.36647799120852653,0,Low Performers (Low Engagement & Popularity)
121,70,0.78,4545,4.1,0,0.4947552447552449,0.44178599385801165,0,Low Performers (Low Engagement & Popularity)
122,130,0.83,6643,4.6,1,0.7634032634032635,0.6049521286204612,1,Blockbusters (High Engagement & Popularity)
123,100,0.88,10181,4.8,1,0.6858974358974359,0.7514734750406455,1,Blockbusters (High Engagement & Popularity)
124,90,0.71,5264,4.0,1,0.5186480186480187,0.44343349190100567,1,Blockbusters (High Engagement & Popularity)
125,74,0.49,1453,3.3,0,0.2904428904428904,0.18869271993737585,0,Low Performers (Low Engagement & Popularity)
126,74,0.68,6818,4.2,1,0.43438228438228443,0.530220991148311,1,Blockbusters (High Engagement & Popularity)
127,67,0.58,2425,3.9,0,0.3317016317016317,0.33795748780634677,0,Low Performers (Low Engagement & Popularity)
128,56,0.51,774,3.9,0,0.23636363636363636,0.28824953332931896,0,Low Performers (Low Engagement & Popularity)
129,96,0.84,11180,4.8,1,0.6402097902097903,0.7815511531281989,1,Blockbusters (High Engagement & Popularity)
130,123,0.76,10491,4.1,1,0.6834498834498834,0.6208068886614078,1,Blockbusters (High Engagement & Popularity)
131,40,0.55,1029,3.3,0,0.20512820512820515,0.17592701872704283,0,Low Performers (Low Engagement & Popularity)
132,55,0.81,3886,3.7,1,0.4597902097902099,0.3419449629674235,0,Low Performers (Low Engagement & Popularity)
133,63,0.6,1553,3.4,0,0.3314685314685315,0.21170349852471854,0,Low Performers (Low Engagement & Popularity)
134,45,0.49,1150,3.7,0,0.1789044289044289,0.25957006081772754,0,Low Performers (Low Engagement & Popularity)
135,65,0.67,7377,4.0,1,0.39219114219114226,0.5070512434515566,0,Low Performers (Low Engagement & Popularity)
136,112,0.86,4054,4.5,1,0.716899766899767,0.5070030709941591,1,Blockbusters (High Engagement & Popularity)
137,125,0.89,8912,4.7,1,0.7896270396270397,0.6932666947672669,1,Blockbusters (High Engagement & Popularity)
138,120,0.84,6497,4.4,0,0.7325174825174825,0.560556391882941,1,Blockbusters (High Engagement & Popularity)
139,57,0.78,4449,4.1,0,0.44475524475524486,0.4388956464141627,0,Low Performers (Low Engagement & Popularity)
140,115,0.9,8159,4.8,1,0.7587412587412588,0.6905955320045764,1,Blockbusters (High Engagement & Popularity)
141,96,0.72,3292,4.4,1,0.5493006993006992,0.46406093815860794,1,Blockbusters (High Engagement & Popularity)
142,124,0.89,6914,5.0,1,0.7857808857808859,0.6931113385921599,1,Blockbusters (High Engagement & Popularity)
143,73,0.47,500,3.6,0,0.27144522144522143,0.22000000000000008,0,Low Performers (Low Engagement & Popularity)
144,113,0.86,8152,4.9,1,0.7207459207459208,0.7103847775034625,1,Blockbusters (High Engagement & Popularity)
145,125,0.89,12258,4.5,1,0.7896270396270397,0.7540073462997532,1,Blockbusters (High Engagement & Popularity)
146,84,0.85,4970,3.8,0,0.6016317016317017,0.39458180285421807,1,Blockbusters (High Engagement & Popularity)
147,82,0.84,14769,4.8,1,0.5863636363636364,0.889607996627928,1,Blockbusters (High Engagement & Popularity)
148,104,0.97,10828,4.6,1,0.7694638694638696,0.7309532125007526,1,Blockbusters (High Engagement & Popularity)
149,73,0.78,3805,3.9,0,0.5062937062937064,0.3795062323116758,0,Low Performers (Low Engagement & Popularity)
150,74,0.73,4963,4.0,0,0.4722610722610723,0.43437104835310414,0,Low Performers (Low Engagement & Popularity)
151,68,0.72,5621,4.2,1,0.4416083916083916,0.49418197145781906,0,Low Performers (Low Engagement & Popularity)
152,75,0.54,1450,3.8,0,0.3321678321678322,0.2886023965797555,0,Low Performers (Low Engagement & Popularity)
153,146,0.88,6000,4.9,1,0.8628205128205129,0.6455928223038478,1,Blockbusters (High Engagement & Popularity)
154,113,0.48,1349,3.9,0,0.4328671328671328,0.30556151020653943,0,Low Performers (Low Engagement & Popularity)
155,102,0.91,10902,4.3,1,0.7163170163170165,0.6731811886553862,1,Blockbusters (High Engagement & Popularity)
156,94,0.79,6544,4.4,0,0.5946386946386948,0.561971457818992,1,Blockbusters (High Engagement & Popularity)
157,64,0.68,1206,3.8,0,0.395920745920746,0.2812560968266394,0,Low Performers (Low Engagement & Popularity)
158,41,0.57,1416,3.8,0,0.22412587412587406,0.287578731860059,0,Low Performers (Low Engagement & Popularity)
159,73,0.67,3708,4.7,1,0.42296037296037303,0.5365857770819534,1,Blockbusters (High Engagement & Popularity)
160,74,0.44,1917,3.1,0,0.25256410256410255,0.16266273258264596,0,Low Performers (Low Engagement & Popularity)
161,65,0.7,4227,3.8,1,0.41491841491841497,0.372211717950262,0,Low Performers (Low Engagement & Popularity)
162,135,0.85,10156,4.7,1,0.7977855477855478,0.7307207803938098,1,Blockbusters (High Engagement & Popularity)
163,74,0.61,3185,4.1,1,0.38135198135198134,0.4008394050701511,0,Low Performers (Low Engagement & Popularity)
164,77,0.54,2217,3.9,0,0.33986013986013985,0.33169506834467394,0,Low Performers (Low Engagement & Popularity)
165,52,0.62,1168,3.6,0,0.30431235431235437,0.24011200096344923,0,Low Performers (Low Engagement & Popularity)
166,112,0.96,6858,4.2,1,0.7926573426573427,0.531425302583248,1,Blockbusters (High Engagement & Popularity)
167,59,0.58,2051,3.4,0,0.3009324009324009,0.22669717588968513,0,Low Performers (Low Engagement & Popularity)
168,92,0.87,8594,4.4,1,0.6475524475524476,0.6236924188595172,1,Blockbusters (High Engagement & Popularity)
169,122,0.84,8005,4.4,1,0.7402097902097902,0.6059589329800688,1,Blockbusters (High Engagement & Popularity)
170,83,0.67,678,3.6,0,0.46142191142191147,0.22535918588547008,0,Low Performers (Low Engagement & Popularity)
171,101,0.86,6967,4.6,1,0.6745920745920746,0.6147070512434515,1,Blockbusters (High Engagement & Popularity)
172,113,0.88,10426,4.3,1,0.735897435897436,0.6588498825796351,1,Blockbusters (High Engagement & Popularity)
173,53,0.57,2612,3.4,0,0.27027972027972025,0.2435876437646776,0,Low Performers (Low Engagement & Popularity)
174,67,0.65,2114,2.9,0,0.3847319347319348,0.12859396639971094,0,Low Performers (Low Engagement & Popularity)
175,38,0.55,1105,3.2,0,0.19743589743589746,0.15821521045342338,0,Low Performers (Low Engagement & Popularity)
176,88,0.6,7459,3.9,0,0.42762237762237765,0.48952008189317764,0,Low Performers (Low Engagement & Popularity)
177,51,0.54,1136,3.2,0,0.2398601398601399,0.1591485518154996,0,Low Performers (Low Engagement & Popularity)
178,70,0.83,4002,4.0,1,0.5326340326340328,0.40543746612874093,0,Low Performers (Low Engagement & Popularity)
179,47,0.61,837,3.3,0,0.27750582750582753,0.1701463238393449,0,Low Performers (Low Engagement & Popularity)
180,112,0.92,6786,4.1,1,0.7623543123543124,0.5092575420003612,1,Blockbusters (High Engagement & Popularity)
181,129,0.87,7444,4.3,1,0.7898601398601399,0.5690684651050761,1,Blockbusters (High Engagement & Popularity)
182,136,0.84,6059,4.6,1,0.794055944055944,0.5873691816703799,1,Blockbusters (High Engagement & Popularity)
183,63,0.65,1306,3.8,0,0.36934731934731935,0.28426687541398205,0,Low Performers (Low Engagement & Popularity)
184,73,0.74,3173,3.5,1,0.475990675990676,0.28047811163967007,0,Low Performers (Low Engagement & Popularity)
185,68,0.54,2736,3.8,0,0.30524475524475525,0.32732100921298246,0,Low Performers (Low Engagement & Popularity)
186,88,0.95,8199,4.8,1,0.6927738927738928,0.6917998434395134,1,Blockbusters (High Engagement & Popularity)
187,83,0.63,3983,4.6,0,0.4311188811188812,0.5248654181971457,1,Blockbusters (High Engagement & Popularity)
188,140,0.82,6574,4.4,1,0.7942890442890442,0.562874691395195,1,Blockbusters (High Engagement & Popularity)
189,64,0.69,6279,4.5,0,0.40349650349650346,0.5739928945625339,1,Blockbusters (High Engagement & Popularity)
190,78,0.79,6008,4.4,0,0.5331002331002332,0.5458336845908354,1,Blockbusters (High Engagement & Popularity)
191,119,0.86,8493,4.1,1,0.7438228438228438,0.5606515324863008,1,Blockbusters (High Engagement & Popularity)
192,137,0.9,11643,4.4,1,0.8433566433566433,0.7154910579875957,1,Blockbusters (High Engagement & Popularity)
193,48,0.6,753,3.3,0,0.2737762237762238,0.16761726982597702,0,Low Performers (Low Engagement & Popularity)
194,94,0.84,7842,4.5,1,0.6325174825174826,0.6210513638827001,1,Blockbusters (High Engagement & Popularity)
195,77,0.82,1817,4.5,0,0.5519813519813519,0.4396519539953032,1,Blockbusters (High Engagement & Popularity)
196,56,0.55,2220,3.4,0,0.2666666666666667,0.23178539170229426,0,Low Performers (Low Engagement & Popularity)
197,70,0.54,1466,3.6,0,0.312937062937063,0.24908412115373044,0,Low Performers (Low Engagement & Popularity)
198,117,0.91,12313,4.7,1,0.7740093240093242,0.7956632745227916,1,Blockbusters (High Engagement & Popularity)
199,124,0.91,3805,4.4,1,0.800932400932401,0.4795062323116759,1,Blockbusters (High Engagement & Popularity)
200,62,0.69,1888,3.4,0,0.39580419580419574,0.22178960679231655,0,Low Performers (Low Engagement & Popularity)
201,128,0.93,10637,4.6,1,0.8314685314685315,0.7252026253989281,1,Blockbusters (High Engagement & Popularity)
202,115,0.9,5482,4.6,1,0.7587412587412588,0.5699969892214126,1,Blockbusters (High Engagement & Popularity)
203,119,0.89,3783,4.9,1,0.7665501165501165,0.5788438610224604,1,Blockbusters (High Engagement & Popularity)
204,118,0.88,8767,4.2,1,0.7551282051282051,0.58890106581562,1,Blockbusters (High Engagement & Popularity)
205,120,0.96,10340,4.1,1,0.8234265734265733,0.6162606129945203,1,Blockbusters (High Engagement & Popularity)
206,90,0.51,1822,3.5,0,0.3671328671328671,0.23980249292467037,0,Low Performers (Low Engagement & Popularity)
207,103,0.92,9452,4.5,1,0.7277389277389279,0.6695248991389173,1,Blockbusters (High Engagement & Popularity)
208,123,0.87,5710,4.1,1,0.7667832167832169,0.47686156440055394,1,Blockbusters (High Engagement & Popularity)
209,111,0.82,3668,4.6,1,0.6827505827505826,0.5153814656470163,1,Blockbusters (High Engagement & Popularity)
210,66,0.82,5870,4.1,1,0.5096736596736596,0.4816788101403022,1,Blockbusters (High Engagement & Popularity)
211,93,0.78,4474,3.9,1,0.5832167832167833,0.3996483410609984,1,Blockbusters (High Engagement & Popularity)
212,114,0.97,12258,4.6,1,0.8079254079254079,0.774007346299753,1,Blockbusters (High Engagement & Popularity)
213,44,0.57,3415,3.6,0,0.23566433566433562,0.3077641958210394,0,Low Performers (Low Engagement & Popularity)
214,124,0.82,10073,4.0,1,0.7327505827505827,0.5882218341663155,1,Blockbusters (High Engagement & Popularity)
215,145,0.95,9150,4.7,1,0.912004662004662,0.7004323478051424,1,Blockbusters (High Engagement & Popularity)
216,36,0.52,1853,3.3,0,0.16701631701631706,0.20073583428674657,0,Low Performers (Low Engagement & Popularity)
217,100,0.85,7414,4.8,1,0.6631701631701632,0.6681652315288733,1,Blockbusters (High Engagement & Popularity)
218,45,0.75,1851,3.5,0,0.37587412587412583,0.24067561871499976,0,Low Performers (Low Engagement & Popularity)
219,145,0.78,9446,4.8,1,0.7832167832167833,0.7293442524236767,1,Blockbusters (High Engagement & Popularity)
220,90,0.81,7418,3.8,0,0.5944055944055945,0.46828566267236704,1,Blockbusters (High Engagement & Popularity)
221,68,0.76,3932,3.8,1,0.4719114219114219,0.363329921117601,0,Low Performers (Low Engagement & Popularity)
222,122,0.89,4275,4.2,1,0.778088578088578,0.4536568916721865,1,Blockbusters (High Engagement & Popularity)
223,114,0.9,5582,4.2,1,0.7548951048951049,0.49300776780875544,1,Blockbusters (High Engagement & Popularity)
224,108,0.94,9607,4.5,1,0.7621212121212122,0.6741916059492985,1,Blockbusters (High Engagement & Popularity)
225,60,0.66,2425,3.9,0,0.3653846153846154,0.33795748780634677,0,Low Performers (Low Engagement & Popularity)
226,94,0.81,4346,3.9,0,0.6097902097902099,0.39579454446919976,1,Blockbusters (High Engagement & Popularity)
227,116,0.83,11504,4.1,1,0.7095571095571096,0.6513060757511893,1,Blockbusters (High Engagement & Popularity)
228,47,0.59,2074,3.3,0,0.2623543123543124,0.2073896549647739,0,Low Performers (Low Engagement & Popularity)
229,58,0.48,1989,3.1,0,0.2213286713286713,0.16483049316553272,0,Low Performers (Low Engagement & Popularity)
230,131,0.94,5567,3.9,1,0.8505827505827506,0.4325561510206539,1,Blockbusters (High Engagement & Popularity)
231,45,0.37,1411,3.7,0,0.08799533799533796,0.267428192930692,0,Low Performers (Low Engagement & Popularity)
232,47,0.49,1859,4.3,0,0.18659673659673662,0.4009164810019871,0,Low Performers (Low Engagement & Popularity)
233,105,0.86,5486,4.0,1,0.6899766899766899,0.45011742036490643,1,Blockbusters (High Engagement & Popularity)
234,107,0.92,6972,4.5,1,0.7431235431235432,0.5948575901728187,1,Blockbusters (High Engagement & Popularity)
235,92,0.97,9216,4.4,1,0.7233100233100234,0.6424194616727887,1,Blockbusters (High Engagement & Popularity)
236,30,0.47,890,3.4,0,0.10606060606060602,0.19174203649063654,0,Low Performers (Low Engagement & Popularity)
237,97,0.86,13134,4.6,1,0.6592074592074593,0.8003817667248749,1,Blockbusters (High Engagement & Popularity)
238,91,0.74,5105,4.3,0,0.5452214452214452,0.49864635394713075,1,Blockbusters (High Engagement & Popularity)
239,72,0.63,2000,4.1,1,0.3888111888111888,0.3651616788101403,0,Low Performers (Low Engagement & Popularity)
240,100,0.83,7151,4.7,1,0.6480186480186481,0.6402468838441622,1,Blockbusters (High Engagement & Popularity)
241,42,0.7,500,3.5,0,0.3264568764568765,0.20000000000000007,0,Low Performers (Low Engagement & Popularity)
242,63,0.51,1348,3.5,0,0.26328671328671327,0.22553140242066605,0,Low Performers (Low Engagement & Popularity)
243,56,0.46,2891,3.3,0,0.19848484848484851,0.23198771602336368,0,Low Performers (Low Engagement & Popularity)
244,123,0.89,9349,4.5,1,0.7819347319347321,0.6664237971939544,1,Blockbusters (High Engagement & Popularity)
245,67,0.68,1267,3.9,0,0.4074592074592075,0.30309267176491844,0,Low Performers (Low Engagement & Popularity)
246,102,0.76,6742,4.1,0,0.6026806526806527,0.5079327994219305,1,Blockbusters (High Engagement & Popularity)
247,94,0.96,11050,4.2,1,0.7234265734265735,0.6576371409646535,1,Blockbusters (High Engagement & Popularity)
248,144,0.89,13638,4.4,1,0.8627039627039628,0.7755560908050823,1,Blockbusters (High Engagement & Popularity)
249,37,0.51,947,2.8,0,0.16328671328671326,0.07345818028542175,0,Low Performers (Low Engagement & Popularity)
