movie_id,avg_watch_time,completion_rate,ratings_count,avg_rating,hit
158852,58,0.69,4438,4.3,1.0
177572,66,0.8,8528,4.3,1.0
82690,55,0.75,6582,4.6,1.0
5255,46,0.66,2732,4.5,1.0
47933,50,0.66,3996,4.4,1.0
10191,53,0.75,6155,4.1,1.0
296,50,0.67,3564,4.6,1.0
118340,99,0.88,13013,4.3,1.0
157336,150,0.91,14412,4.6,1.0
27205,101,0.98,18000,4.7,1.0
315011,41,0.63,1077,4.7,1.0
49051,83,0.83,11216,4.4,0.0
9799,49,0.71,5162,4.5,1.0
4922,58,0.72,4993,4.4,1.0
49538,56,0.76,7342,4.5,1.0
131634,62,0.72,5853,4.5,1.0
27022,46,0.65,2727,4.4,1.0
503,42,0.62,1624,4.3,1.0
241259,48,0.67,3044,4.2,1.0
810,47,0.67,3732,4.4,1.0
68735,51,0.68,3719,4.3,1.0
87101,65,0.7,5414,4.4,1.0
10140,47,0.66,2781,4.3,1.0
676,51,0.67,3126,4.3,1.0
1858,56,0.73,5923,4.4,1.0
1966,48,0.63,2052,4.4,1.0
675,64,0.77,7731,4.2,1.0
674,69,0.78,7873,4.6,1.0
8960,49,0.69,4581,4.6,1.0
6479,55,0.75,6934,4.3,1.0
118,53,0.72,5405,4.5,1.0
2062,55,0.75,6332,4.4,1.0
272,73,0.82,10050,4.6,1.0
10527,46,0.67,3150,4.6,1.0
18360,50,0.66,3350,4.3,1.0
2080,50,0.72,5899,4.3,1.0
605,54,0.7,4749,4.3,1.0
109445,62,0.77,7483,4.4,1.0
604,56,0.71,5180,4.5,1.0
76338,59,0.75,6812,4.4,1.0
76341,95,0.86,12622,4.4,1.0
13448,52,0.68,3546,4.5,1.0
10195,63,0.78,9013,4.4,1.0
13053,46,0.67,3075,4.4,1.0
19585,42,0.62,1533,4.4,1.0
57165,46,0.64,2678,4.2,1.0
62213,49,0.67,3784,4.2,1.0
177677,58,0.71,4908,4.3,1.0
5559,44,0.64,2355,4.5,1.0
10196,45,0.62,2330,4.3,1.0
956,50,0.68,3421,4.4,1.0
117251,49,0.67,3250,4.1,1.0
50321,41,0.62,1146,4.4,1.0
11619,43,0.64,1986,4.4,1.0
266647,45,0.64,2085,4.2,0.0
82703,44,0.65,1947,4.3,0.0
652,56,0.7,4330,4.3,0.0
80321,46,0.67,3147,4.4,1.0
36669,47,0.64,2257,4.5,1.0
43074,50,0.66,3562,4.4,1.0
95,54,0.68,3985,4.3,1.0
608,51,0.69,4771,4.2,1.0
2310,44,0.63,1945,4.4,1.0
140300,47,0.67,2892,4.3,1.0
56292,58,0.73,5838,4.2,1.0
81188,48,0.68,3289,4.4,1.0
7552,43,0.63,1678,4.4,1.0
616,51,0.69,3255,4.5,1.0
147441,55,0.66,3288,4.3,1.0
13475,58,0.75,6517,4.5,1.0
557,60,0.76,7446,4.2,1.0
82702,53,0.72,4761,4.6,1.0
205584,48,0.64,2487,4.4,1.0
10048,42,0.61,1310,4.6,1.0
13183,56,0.7,4394,4.2,1.0
944,44,0.64,1853,4.1,0.0
1927,48,0.64,2805,4.5,1.0
72559,51,0.68,4660,4.4,1.0
7364,43,0.62,1438,4.2,1.0
2114,43,0.63,1437,4.2,1.0
1771,65,0.8,9662,4.3,0.0
36643,45,0.64,1971,4.3,0.0
8619,45,0.65,1881,4.4,1.0
50620,53,0.68,4074,4.3,1.0
65759,42,0.62,1363,4.5,1.0
1724,52,0.69,4656,4.3,1.0
267935,46,0.64,2142,4.3,1.0
281957,72,0.79,8852,4.3,1.0
77950,45,0.65,2234,4.3,1.0
44896,47,0.68,3449,4.5,1.0
270946,47,0.66,2573,4.3,1.0
2503,51,0.71,4490,4.4,1.0
9502,51,0.71,4810,4.4,1.0
102899,64,0.78,8211,4.5,1.0
101299,68,0.8,8976,4.5,1.0
228161,47,0.67,2788,4.5,1.0
74,49,0.68,3786,4.6,1.0
8961,48,0.66,2844,4.4,1.0
417859,42,0.64,1460,4.3,1.0
27576,48,0.67,3501,4.4,1.0
86834,51,0.67,3821,4.4,1.0
17578,50,0.68,3462,4.3,1.0
673,65,0.79,8207,4.2,1.0
6972,45,0.64,1762,4.4,1.0
82700,48,0.66,4047,4.6,1.0
10567,42,0.64,1573,4.4,0.0
181533,50,0.66,3201,4.1,1.0
38055,48,0.68,3284,4.3,1.0
671,74,0.81,9611,4.3,1.0
49524,45,0.64,2466,4.4,1.0
22,85,0.81,9585,4.6,1.0
131631,70,0.76,7843,4.2,0.0
591,53,0.69,4261,4.6,1.0
172385,45,0.65,2115,4.4,1.0
36658,51,0.72,5259,4.4,1.0
51497,48,0.7,3931,4.4,1.0
58574,57,0.73,5731,4.4,1.0
18823,48,0.67,3676,4.5,1.0
861,47,0.68,3025,4.5,1.0
1911,43,0.64,1533,4.2,1.0
49040,53,0.68,4195,4.5,1.0
415,48,0.62,2662,4.4,0.0
8871,46,0.66,2622,4.3,1.0
435,50,0.68,3873,4.0,1.0
955,49,0.66,3296,4.3,1.0
2133,44,0.64,1641,4.3,1.0
1979,49,0.67,4118,4.3,1.0
87827,61,0.78,8108,4.3,1.0
1250,47,0.65,3028,4.2,1.0
324668,51,0.67,3810,4.5,1.0
9471,44,0.63,2035,4.2,1.0
70981,59,0.74,7216,4.3,1.0
10996,42,0.62,1661,4.2,1.0
68724,53,0.71,5175,4.4,1.0
2789,46,0.66,2851,4.2,1.0
97020,49,0.67,3811,4.4,1.0
7459,42,0.62,1339,4.4,0.0
42888,41,0.61,1176,4.3,1.0
37834,47,0.65,2823,4.3,0.0
75612,58,0.74,6868,4.1,0.0
1895,57,0.74,6017,4.3,1.0
1894,57,0.72,5863,4.4,1.0
585,58,0.79,8355,4.5,1.0
76170,53,0.72,5939,4.4,1.0
1893,58,0.73,6410,4.6,1.0
49519,49,0.69,3882,4.4,1.0
2395,43,0.61,1484,4.4,1.0
12100,42,0.62,1323,4.4,1.0
290595,48,0.66,2793,4.1,0.0
98566,54,0.68,4177,4.3,0.0
49047,58,0.78,8050,4.3,1.0
9619,42,0.62,1431,4.3,1.0
308531,45,0.64,2096,4.5,1.0
166424,47,0.65,3732,4.3,1.0
1593,50,0.69,4458,4.3,1.0
254128,54,0.69,4590,4.0,1.0
714,45,0.64,2049,4.4,1.0
2024,46,0.66,2265,4.3,1.0
163,51,0.68,3540,4.3,1.0
787,51,0.7,4586,4.4,1.0
262500,57,0.71,5660,4.4,1.0
2567,50,0.67,2750,4.4,1.0
38745,42,0.62,1671,4.3,1.0
40805,46,0.64,2454,4.5,0.0
53182,50,0.68,3880,4.1,1.0
41513,45,0.64,2365,4.2,1.0
13700,42,0.62,1382,4.3,1.0
262504,51,0.66,3383,4.2,1.0
39254,51,0.69,4246,4.3,0.0
77931,44,0.63,1763,4.3,1.0
1639,43,0.6,1438,4.4,1.0
80274,49,0.68,3763,4.2,1.0
1571,50,0.68,3497,4.0,1.0
120,90,0.86,11724,4.4,0.0
10204,43,0.63,1734,4.4,1.0
8489,43,0.64,1455,4.7,1.0
2048,56,0.72,5616,4.3,0.0
1495,47,0.66,2338,4.4,0.0
10198,46,0.66,2449,4.4,1.0
286217,77,0.82,9937,4.4,1.0
1635,48,0.67,3100,4.3,1.0
24113,40,0.58,919,4.4,1.0
9679,48,0.66,2745,4.6,1.0
98,68,0.78,7662,4.4,1.0
180,54,0.7,4142,3.9,0.0
672,74,0.78,8130,4.3,1.0
36557,60,0.73,5693,4.6,1.0
869,47,0.64,2444,4.5,1.0
280,61,0.75,6103,4.6,1.0
11322,47,0.66,2570,4.5,1.0
4982,49,0.68,2767,4.2,1.0
36955,47,0.66,2287,4.6,1.0
18487,45,0.65,2085,4.4,1.0
39451,44,0.63,2217,4.6,1.0
27581,45,0.65,2619,4.4,1.0
9268,43,0.63,1574,4.3,1.0
68718,86,0.89,13457,4.2,1.0
10545,45,0.66,2303,4.3,1.0
11688,45,0.68,2752,4.2,1.0
76163,50,0.69,4500,4.6,1.0
2059,50,0.67,3294,4.4,0.0
2486,44,0.62,2101,4.5,1.0
16523,43,0.64,1610,4.3,1.0
116711,45,0.65,2293,4.4,1.0
37710,46,0.66,3012,4.1,1.0
9946,43,0.62,1498,4.4,0.0
1372,52,0.7,3735,4.4,1.0
106646,77,0.81,9070,4.3,1.0
414,47,0.64,2762,4.2,1.0
563,49,0.67,2839,4.5,1.0
83542,59,0.7,4601,4.6,1.0
41216,44,0.64,1773,4.2,1.0
314,44,0.61,1904,4.4,0.0
184315,48,0.65,2988,4.4,0.0
9016,44,0.66,2078,4.4,0.0
18162,42,0.62,1373,4.0,0.0
138103,50,0.66,3131,4.2,1.0
257088,44,0.63,1872,4.5,0.0
205775,47,0.66,2486,4.2,0.0
11692,41,0.6,1075,4.3,1.0
22972,44,0.64,1790,4.2,0.0
29193,40,0.64,990,4.4,0.0
1734,50,0.67,3642,4.0,0.0
3131,52,0.68,3274,4.4,0.0
76758,42,0.64,1131,4.4,1.0
9408,42,0.63,1646,4.5,0.0
9890,42,0.62,1314,4.3,1.0
855,50,0.68,3151,4.5,1.0
77953,42,0.63,1618,4.5,0.0
18,59,0.73,5730,4.3,1.0
37786,43,0.62,1429,4.2,0.0
10501,44,0.66,1966,4.5,1.0
57800,49,0.69,4222,4.2,0.0
150689,52,0.69,3851,4.5,1.0
7980,46,0.65,2223,4.2,1.0
12,59,0.79,8512,4.5,0.0
122,91,0.85,10927,4.3,1.0
121,82,0.83,10209,4.4,1.0
68737,46,0.63,2089,4.4,0.0
1995,47,0.67,3625,4.6,1.0
157353,50,0.67,3753,4.7,1.0
331,45,0.66,3482,4.7,1.0
61791,59,0.74,6304,4.2,0.0
8204,42,0.64,1610,4.3,1.0
47964,51,0.69,5242,4.3,0.0
10733,41,0.62,1031,4.3,1.0
9806,59,0.77,7306,4.5,1.0
1408,41,0.62,1068,4.4,1.0
32657,49,0.67,3398,4.2,1.0
607,56,0.74,6385,4.3,0.0
863,52,0.73,5632,4.6,1.0
44048,45,0.65,2347,4.3,0.0
5175,44,0.65,2209,4.3,1.0
2655,43,0.64,1506,4.5,1.0
22794,46,0.67,3071,4.5,1.0
8355,49,0.68,3723,4.4,1.0
116745,51,0.71,4808,4.4,1.0
4327,45,0.64,2431,4.4,1.0
1422,61,0.75,6295,4.4,1.0
10674,47,0.69,3396,4.4,1.0
7446,47,0.67,2972,4.5,1.0
65754,53,0.7,3926,4.2,1.0
1572,50,0.68,3468,4.6,1.0
10528,61,0.77,8069,4.6,1.0
271969,44,0.62,1671,4.4,1.0
10865,45,0.66,2421,4.5,1.0
258509,42,0.63,1431,4.5,1.0
2253,46,0.66,2357,4.5,1.0
10661,45,0.64,2202,4.2,0.0
257344,54,0.67,4024,4.4,1.0
644,49,0.68,3354,4.3,1.0
10756,42,0.62,1478,4.4,1.0
686,49,0.67,2525,4.2,1.0
9383,43,0.63,1687,4.2,1.0
179,42,0.63,1386,4.4,1.0
76285,46,0.66,2948,4.2,1.0
1996,48,0.64,2662,4.5,1.0
291805,53,0.71,4922,4.2,1.0
10003,42,0.62,1274,4.3,1.0
1535,44,0.65,1619,4.3,1.0
2067,42,0.62,1358,4.2,1.0
46195,47,0.68,3592,4.4,1.0
2277,45,0.66,2096,4.3,0.0
4477,42,0.62,1259,4.4,1.0
8665,42,0.63,1227,4.3,0.0
9387,44,0.65,1707,4.4,1.0
921,44,0.66,1665,4.5,0.0
4464,42,0.64,1167,4.3,1.0
664,44,0.64,2080,4.3,0.0
8358,55,0.72,4900,4.4,0.0
9836,46,0.65,2652,4.5,0.0
2502,50,0.71,4412,4.2,0.0
9772,45,0.64,1943,4.4,1.0
161,54,0.73,5603,4.3,1.0
52451,45,0.63,2048,4.6,1.0
76492,48,0.69,4090,4.3,1.0
4523,45,0.66,2701,4.5,1.0
59961,46,0.66,2571,4.3,1.0
10481,41,0.61,1288,4.5,1.0
59108,44,0.64,2058,4.2,0.0
1581,47,0.66,2422,4.4,1.0
9798,47,0.66,2441,4.4,1.0
22897,42,0.63,1346,4.4,1.0
298,48,0.68,3385,4.2,1.0
7484,42,0.64,1715,4.3,1.0
157350,61,0.74,6697,4.4,1.0
853,46,0.66,2141,4.4,1.0
10159,43,0.64,1538,4.3,1.0
9593,44,0.64,1784,4.4,1.0
1904,44,0.66,1710,4.3,1.0
9615,45,0.66,3019,4.5,1.0
297,48,0.66,2325,4.5,0.0
9884,42,0.62,1430,4.4,0.0
16858,41,0.64,1004,4.3,0.0
62764,46,0.64,2284,4.5,1.0
22538,48,0.69,3543,4.3,1.0
12107,42,0.61,1312,4.5,1.0
9637,43,0.63,1918,4.2,0.0
49049,47,0.68,3311,4.5,0.0
9339,48,0.67,3515,4.2,1.0
16281,42,0.64,1180,4.5,0.0
39691,41,0.6,1047,4.2,0.0
8247,45,0.66,3136,4.1,0.0
11253,48,0.66,2798,4.2,1.0
1949,52,0.69,3414,4.4,0.0
8452,43,0.63,1639,4.3,1.0
310,53,0.7,4644,4.4,0.0
27578,51,0.69,4537,4.1,0.0
954,51,0.69,4171,4.3,1.0
70160,77,0.86,12656,4.4,1.0
45243,52,0.71,5548,4.5,0.0
364,49,0.67,2979,4.3,0.0
7518,44,0.65,2234,4.4,1.0
11544,45,0.67,2533,4.3,1.0
9986,41,0.62,1257,4.4,1.0
8656,45,0.64,1962,4.5,1.0
9291,44,0.64,1875,4.3,1.0
55301,42,0.62,1501,4.4,1.0
109418,45,0.64,2335,4.4,1.0
11665,44,0.64,2206,4.5,1.0
6964,42,0.63,1409,4.3,1.0
11324,67,0.8,8778,4.3,1.0
9928,44,0.65,2556,4.3,1.0
754,49,0.67,2867,4.2,1.0
10202,43,0.64,2019,4.3,1.0
4147,46,0.67,2238,4.3,1.0
50546,47,0.66,2818,4.4,1.0
1701,46,0.66,2478,4.6,1.0
13027,46,0.65,2165,4.2,1.0
2289,44,0.64,1562,4.3,1.0
20504,48,0.68,3590,4.4,1.0
9574,42,0.62,1763,4.3,1.0
11618,42,0.61,1358,4.5,1.0
2300,44,0.66,2500,4.4,1.0
10200,45,0.63,2196,4.4,1.0
8834,43,0.64,1435,4.4,1.0
228150,63,0.74,5806,4.4,1.0
6068,42,0.62,1312,4.4,1.0
41515,41,0.61,1172,4.2,1.0
9023,44,0.66,1932,4.2,0.0
38317,43,0.62,1518,4.4,1.0
14462,43,0.63,1387,4.2,1.0
159824,46,0.67,2760,4.4,0.0
49948,41,0.64,1262,4.6,1.0
2135,43,0.63,1683,4.2,1.0
9705,44,0.64,2058,4.2,1.0
1656,45,0.64,2009,4.6,0.0
12159,43,0.65,1616,4.2,1.0
4442,45,0.63,1916,4.1,0.0
75,46,0.66,2775,4.3,0.0
19959,44,0.65,2385,4.4,1.0
11973,42,0.64,1134,4.5,0.0
11228,42,0.63,1369,4.3,0.0
5491,41,0.57,1216,4.3,1.0
10715,41,0.62,1268,4.3,1.0
10197,41,0.61,1104,4.4,0.0
9922,43,0.63,1271,4.2,0.0
9447,41,0.61,1278,4.3,0.0
8870,41,0.62,1231,4.4,0.0
9992,43,0.63,1693,4.3,0.0
36970,41,0.64,1037,4.5,0.0
10077,41,0.6,1037,4.3,1.0
76649,46,0.64,2474,4.2,0.0
453,54,0.72,4641,3.8,0.0
8587,56,0.78,7584,4.2,0.0
72545,44,0.64,2180,4.2,0.0
109451,44,0.65,2037,4.2,0.0
9533,44,0.66,2285,4.3,0.0
2023,42,0.64,1294,4.2,0.0
71880,42,0.6,1650,4.3,1.0
584,46,0.67,3421,4.2,0.0
309809,43,0.66,1839,4.3,0.0
4858,42,0.62,1345,4.5,0.0
17711,41,0.59,1007,4.1,0.0
328111,49,0.7,5204,4.2,0.0
93456,58,0.75,6665,4.6,1.0
602,56,0.71,4953,4.7,1.0
330,48,0.68,3991,4.3,1.0
953,49,0.71,4924,4.4,1.0
9693,47,0.69,3474,4.4,1.0
36657,50,0.73,5994,4.4,0.0
8909,51,0.69,4042,4.0,1.0
9802,48,0.67,2709,4.3,1.0
950,51,0.7,4568,4.6,0.0
1824,48,0.68,3516,4.3,0.0
2976,44,0.64,1780,3.9,0.0
11026,41,0.6,1126,4.3,1.0
75656,59,0.77,7722,4.3,1.0
38365,46,0.66,3019,4.5,1.0
594,50,0.68,3274,4.4,1.0
15189,41,0.62,1150,4.3,1.0
11678,42,0.62,1251,4.4,1.0
6538,42,0.64,1319,4.6,0.0
10555,46,0.65,2835,4.4,1.0
1125,42,0.64,1252,4.4,1.0
4551,42,0.62,1262,4.5,1.0
612,45,0.65,1764,4.4,1.0
9567,43,0.64,1611,4.4,1.0
37821,43,0.63,1859,4.4,0.0
203801,49,0.69,3715,4.1,0.0
9297,44,0.65,1986,4.5,0.0
3172,43,0.63,1274,4.3,1.0
6520,42,0.63,1285,4.5,1.0
37958,45,0.64,1993,4.3,0.0
2026,43,0.64,1535,4.3,1.0
7450,41,0.63,1288,4.4,0.0
11375,41,0.61,1105,4.3,1.0
9425,41,0.63,1174,4.4,1.0
25769,41,0.62,1249,4.2,0.0
23685,41,0.59,996,4.5,0.0
11866,42,0.62,1242,4.4,0.0
9741,47,0.68,3319,4.3,0.0
211672,93,0.73,6583,4.5,0.0
23629,47,0.66,2917,4.3,0.0
8688,42,0.62,1305,4.4,0.0
10153,43,0.63,1491,4.3,0.0
153518,45,0.64,2170,4.3,0.0
20829,43,0.62,1384,4.3,1.0
4349,43,0.64,1537,4.3,0.0
9718,42,0.63,1509,4.4,0.0
10808,41,0.61,1409,4.1,0.0
197,60,0.73,5047,4.3,0.0
25,44,0.65,1850,4.3,0.0
35,47,0.69,3714,4.0,0.0
11086,42,0.63,1133,4.3,0.0
10477,41,0.6,1121,4.5,1.0
1997,41,0.64,1123,4.4,1.0
6947,44,0.65,2231,4.3,0.0
3050,42,0.63,1752,4.3,0.0
2675,46,0.66,2887,4.3,0.0
809,49,0.7,4614,4.3,1.0
920,56,0.72,5720,4.2,0.0
4806,43,0.63,1465,4.3,0.0
7451,47,0.65,2670,4.4,0.0
228165,43,0.63,1793,4.3,1.0
3595,42,0.64,1483,4.1,1.0
16869,69,0.8,8895,4.6,1.0
879,48,0.67,2804,4.4,0.0
1573,49,0.67,3257,4.5,1.0
9257,44,0.63,1856,4.4,0.0
1903,45,0.65,2239,4.0,0.0
9697,42,0.62,1407,4.5,0.0
395,45,0.64,2412,4.3,1.0
23398,43,0.62,1727,4.2,1.0
10590,43,0.64,1547,4.4,1.0
117263,52,0.69,4606,4.4,1.0
200,42,0.63,1385,4.4,1.0
44943,47,0.65,2699,4.3,1.0
587,49,0.69,3378,4.3,1.0
57212,46,0.66,2132,4.3,1.0
152760,47,0.65,2793,4.4,1.0
2756,45,0.66,1904,4.6,1.0
33909,43,0.63,1512,4.4,1.0
49017,48,0.68,3870,4.4,1.0
9882,42,0.63,1336,4.3,0.0
2270,47,0.67,2371,4.4,1.0
978,43,0.65,1682,4.2,0.0
44564,42,0.61,1277,4.2,1.0
3132,42,0.61,1182,4.2,1.0
8814,43,0.62,1656,4.4,0.0
8427,41,0.61,1233,4.3,1.0
52520,47,0.67,3214,4.4,0.0
80585,43,0.63,1378,4.2,1.0
10592,42,0.62,1198,4.6,0.0
10550,41,0.59,1019,4.5,1.0
11258,41,0.62,1121,4.3,1.0
12610,41,0.62,1182,4.5,0.0
59981,40,0.62,952,4.3,0.0
201088,46,0.62,1926,4.3,1.0
5137,43,0.62,1445,4.3,0.0
3093,41,0.6,1123,4.5,0.0
107846,47,0.67,2962,4.5,0.0
188207,43,0.6,1562,4.2,0.0
4614,43,0.63,1442,4.2,0.0
24021,54,0.67,3760,4.1,0.0
11371,43,0.64,1425,4.2,0.0
20352,60,0.79,8954,4.3,1.0
11517,41,0.61,1175,4.3,0.0
214756,51,0.68,3962,4.3,0.0
26428,42,0.64,1390,4.3,0.0
48988,43,0.62,1659,4.0,0.0
9008,44,0.65,1497,4.2,0.0
300673,43,0.64,1630,4.3,0.0
12113,45,0.65,2012,4.3,0.0
38778,42,0.62,1559,4.2,0.0
72331,45,0.64,2477,4.3,0.0
1844,43,0.63,1647,4.1,0.0
846,43,0.64,1506,4.4,0.0
9703,41,0.61,1156,4.0,0.0
857,67,0.77,7176,4.3,1.0
136797,49,0.66,2789,4.3,1.0
3981,45,0.64,2132,4.4,0.0
425,52,0.73,5695,4.5,1.0
6171,44,0.62,1604,4.2,0.0
72976,48,0.67,2676,4.3,1.0
603,76,0.86,11975,4.5,0.0
568,50,0.68,2887,4.3,0.0
9021,42,0.62,1268,4.2,0.0
82695,51,0.68,3242,4.5,0.0
9489,44,0.64,1941,4.4,0.0
12133,44,0.65,2219,4.4,0.0
9342,46,0.65,2370,4.2,0.0
41733,46,0.66,2994,4.2,0.0
227306,48,0.67,2640,4.3,1.0
5551,42,0.63,1400,4.4,1.0
9350,43,0.64,1630,4.1,0.0
9208,42,0.63,1462,4.6,1.0
4244,42,0.63,1195,4.3,1.0
1852,43,0.63,1455,4.3,1.0
76493,45,0.66,3066,4.5,1.0
345,47,0.67,2433,4.2,0.0
196867,43,0.63,1478,4.4,1.0
256591,50,0.69,4060,4.6,1.0
59962,46,0.65,2626,4.5,1.0
36648,47,0.64,2456,4.2,1.0
1880,41,0.63,1166,4.5,1.0
71679,44,0.65,2888,4.4,1.0
10483,45,0.65,2360,4.4,0.0
11412,42,0.64,1289,4.4,1.0
6795,43,0.64,1867,4.3,1.0
550,82,0.88,12604,4.5,1.0
11170,41,0.64,1130,4.4,0.0
9292,42,0.62,1233,4.3,1.0
100241,43,0.62,1753,4.3,1.0
257,42,0.64,1239,4.3,0.0
9947,43,0.61,1614,4.3,1.0
12618,40,0.61,977,4.3,1.0
253412,49,0.67,3102,4.5,1.0
1427,47,0.67,2347,4.3,0.0
818,44,0.64,2116,4.4,1.0
16577,42,0.63,1407,4.3,1.0
329,57,0.76,6937,4.3,0.0
12160,42,0.63,1150,4.4,0.0
300168,41,0.62,1079,4.2,1.0
9072,41,0.61,1223,4.3,0.0
3536,42,0.63,1322,4.4,0.0
12177,41,0.6,1200,4.3,0.0
12138,41,0.62,1120,4.7,0.0
273248,63,0.75,6214,4.4,0.0
50359,42,0.62,1310,4.2,0.0
693,46,0.65,2606,4.1,0.0
14306,46,0.67,2569,4.4,0.0
497,69,0.75,5933,4.1,0.0
11199,43,0.63,1705,4.4,0.0
9982,44,0.63,2073,4.2,0.0
210577,71,0.79,8188,4.4,1.0
2501,56,0.73,5354,4.5,0.0
710,48,0.66,2359,4.3,1.0
2275,42,0.63,1154,4.3,0.0
37165,54,0.76,6541,4.6,1.0
9837,43,0.65,1915,4.4,0.0
10708,42,0.62,1528,4.4,1.0
136400,47,0.67,2875,4.3,0.0
10992,42,0.61,1336,4.2,0.0
9654,49,0.68,3285,4.3,0.0
2642,42,0.63,1504,4.4,0.0
8916,44,0.65,2481,4.0,0.0
19899,43,0.62,1630,4.3,0.0
2119,42,0.63,1338,4.6,1.0
294254,58,0.7,4679,4.2,1.0
38167,44,0.63,1690,4.5,1.0
39514,50,0.7,4391,4.3,1.0
9563,44,0.64,1424,4.5,1.0
547,42,0.64,1262,4.7,1.0
1538,47,0.67,2703,4.2,1.0
9334,44,0.63,1867,4.2,1.0
11128,41,0.63,1156,4.6,1.0
75780,53,0.7,4627,4.5,1.0
8914,43,0.63,1650,4.4,1.0
39538,46,0.65,2546,4.3,1.0
14836,46,0.67,2622,4.6,1.0
8645,43,0.62,2080,4.4,1.0
9509,49,0.68,2830,4.2,1.0
10067,41,0.6,1069,4.4,0.0
9384,43,0.63,1700,4.1,0.0
9279,42,0.62,1614,4.4,1.0
1487,50,0.68,3666,4.3,0.0
9422,41,0.62,1034,4.3,1.0
77174,44,0.65,1880,4.2,1.0
4824,43,0.63,1554,4.3,1.0
9620,44,0.63,1621,4.3,0.0
10199,41,0.62,1220,4.4,1.0
3512,41,0.62,1160,4.3,1.0
274479,47,0.66,2865,4.4,0.0
267860,47,0.65,2915,4.4,0.0
8078,46,0.65,2596,4.4,1.0
7485,47,0.67,2717,4.5,1.0
170687,43,0.65,1729,4.2,1.0
6435,42,0.63,1319,4.3,0.0
137106,50,0.72,4716,4.4,1.0
6278,43,0.64,1731,4.2,0.0
17610,43,0.61,1550,4.3,0.0
16995,43,0.64,1501,4.5,0.0
16558,42,0.62,1149,4.1,1.0
9849,41,0.61,998,4.5,0.0
5820,41,0.62,1179,4.0,0.0
16866,42,0.63,1590,4.2,1.0
